,all_all_max_power,all_all_max_power_freq,all_alpha_max_power,all_alpha_max_power_freq,all_beta_max_power,all_beta_max_power_freq,all_delta_max_power,all_delta_max_power_freq,all_gamma_max_power,all_gamma_max_power_freq,all_theta_max_power,all_theta_max_power_freq,area_under_eeg,epoch,exp,ltm1_all_max_power,ltm1_all_max_power_freq,ltm1_alpha_max_power,ltm1_alpha_max_power_freq,ltm1_beta_max_power,ltm1_beta_max_power_freq,ltm1_delta_max_power,ltm1_delta_max_power_freq,ltm1_gamma_max_power,ltm1_gamma_max_power_freq,ltm1_theta_max_power,ltm1_theta_max_power_freq,mep_size,rtm1_all_max_power,rtm1_all_max_power_freq,rtm1_alpha_max_power,rtm1_alpha_max_power_freq,rtm1_beta_max_power,rtm1_beta_max_power_freq,rtm1_delta_max_power,rtm1_delta_max_power_freq,rtm1_gamma_max_power,rtm1_gamma_max_power_freq,rtm1_theta_max_power,rtm1_theta_max_power_freq,run,sub
10,7.130976953756117,4.0,1.550505933519303,14.0,2.9473014153533517,16.0,4.912757550845622,2.0,1.0147078933002018,100.0,7.130976953756117,4.0,4102.256644754205,10,exp01,7.051317946833785,4.0,1.1571804729315953,14.0,2.236279604172587,18.0,5.3122530084846735,2.0,1.0608469656900759,100.0,7.051317946833785,4.0,0.347138,8.829684189400426,4.0,2.2466493517035544,10.0,5.755131901183574,16.0,7.303422733532094,2.0,1.6306289472462288,42.0,8.829684189400426,4.0,SP 110RMT r1,sub01
11,6.762952044240352,4.0,3.748481602677924,12.0,6.175734482747297,18.0,3.449628293669917,2.0,1.7212044756375526,32.0,6.762952044240352,4.0,-2751.4971966879093,11,exp01,7.511200973155514,4.0,4.476428967016191,14.0,5.1748896664894275,18.0,6.347426783475465,2.0,1.674330268608666,32.0,7.511200973155514,4.0,0.970764,5.375831157254413,18.0,2.227010028892598,12.0,5.375831157254413,18.0,0.3059621280168253,2.0,1.804809690630667,32.0,4.95358712750748,6.0,SP 110RMT r1,sub01
12,4.6957227729261515,4.0,4.647041529683551,8.0,2.6679799232845682,24.0,5.964467930373602,2.0,0.7079349768299928,34.0,4.6957227729261515,4.0,-1593.8361838375276,12,exp01,4.14072313240859,8.0,4.14072313240859,8.0,3.35384767982829,24.0,5.819381708056529,2.0,0.7400594101408726,34.0,2.4502944319454945,4.0,0.5816650000000001,5.436892188180684,8.0,5.436892188180684,8.0,3.632618622611947,24.0,7.79529990437583,2.0,0.7699409868314949,76.0,5.393485090372111,4.0,SP 110RMT r1,sub01
13,10.016083204405124,6.0,2.5274208145817876,10.0,2.7785177243296206,20.0,1.9471129843598143,0.0,0.6162996593309918,100.0,10.016083204405124,6.0,-2916.7929740730033,13,exp01,8.49010114658082,6.0,2.3141359722005737,10.0,2.330354010921868,20.0,1.8422010464827674,0.0,0.6764805133015303,100.0,8.49010114658082,6.0,0.357056,11.10211473730337,6.0,2.985214324992781,10.0,3.5501761768256004,20.0,3.0137157928371057,0.0,0.772942648339496,70.0,11.10211473730337,6.0,SP 110RMT r1,sub01
14,5.15380610357666,4.0,1.0730989184505124,10.0,2.082083858215536,16.0,3.2808186778589588,2.0,0.8292970433695535,100.0,5.15380610357666,4.0,6280.595052878489,14,exp01,7.273312239763237,4.0,0.9006042755652667,12.0,1.9532079420378252,18.0,5.925970167042562,2.0,0.8526123670286317,100.0,7.273312239763237,4.0,0.37811300000000003,3.9686144815140585,4.0,2.4730169423419412,8.0,1.638489833491917,22.0,3.5763235583517714,2.0,0.9478838006407068,100.0,3.9686144815140585,4.0,SP 110RMT r1,sub01
15,2.667077653386198,20.0,1.188256382289908,12.0,2.667077653386198,20.0,0.5592189685586192,2.0,0.7466675758570512,70.0,1.9647090471520425,6.0,-4191.122530303692,15,exp01,2.2086523708734553,20.0,2.160729181421936,12.0,2.2086523708734553,20.0,1.760664315007408,2.0,0.8823730706377315,36.0,1.5726908212714985,6.0,0.17761300000000002,2.853109521649382,6.0,1.3914531817461884,8.0,2.1412052037756166,20.0,2.310693646055976,2.0,0.8991603979966729,70.0,2.853109521649382,6.0,SP 110RMT r1,sub01
16,6.113025354843584,6.0,2.9529085440297296,8.0,3.0604798635331973,16.0,6.5540937330012055,2.0,1.899834827471977,38.0,6.113025354843584,6.0,5289.669234290486,16,exp01,3.4757587549200997,4.0,2.1242784053667534,14.0,2.880843945725323,16.0,5.751239853214821,2.0,1.6737356886638286,38.0,3.4757587549200997,4.0,0.216065,10.955555006508556,6.0,4.2410237750206425,8.0,2.8813958092821594,16.0,15.996704664630784,2.0,2.005261589324645,38.0,10.955555006508556,6.0,SP 110RMT r1,sub01
17,8.152559167349017,12.0,8.152559167349017,12.0,2.598997148535347,22.0,1.7703425750996409,2.0,1.6339572439161252,32.0,7.175555252045501,6.0,7227.794974045362,17,exp01,5.896151011297053,14.0,5.896151011297053,14.0,2.6687683159316857,22.0,1.7196607439975242,2.0,1.4790763692901816,32.0,4.335205164206743,6.0,0.227966,11.88553424167511,6.0,11.30556307064963,12.0,3.2561256715387263,16.0,1.9700309321533525,0.0,2.545336483448157,32.0,11.88553424167511,6.0,SP 110RMT r1,sub01
18,5.451480032691381,6.0,4.1468225640027345,14.0,1.7670926586163596,22.0,1.3745017125511565,2.0,0.7472649541255026,100.0,5.451480032691381,6.0,-7788.270058886934,18,exp01,5.808866347560818,4.0,4.4585893652812585,14.0,1.955982504564169,16.0,3.730446554077183,2.0,0.7955045923991153,100.0,5.808866347560818,4.0,0.202637,4.3858019589329675,4.0,3.290156096798368,14.0,3.465039129840481,22.0,1.1685706517936107,2.0,0.8050866146222067,100.0,4.3858019589329675,4.0,SP 110RMT r1,sub01
19,3.427370487250417,26.0,2.661175780100869,14.0,3.427370487250417,26.0,16.19582421690672,2.0,2.4814255573029493,56.0,1.6961594458157554,4.0,364.62522167456336,19,exp01,2.944057166409468,26.0,2.091350595036461,14.0,2.944057166409468,26.0,11.396657060745623,2.0,2.503358863339658,56.0,1.2455920970917078,4.0,0.812836,6.012306779756558,4.0,3.3558325206751056,14.0,4.615377300727927,26.0,26.042135274548592,2.0,3.015599479099332,56.0,6.012306779756558,4.0,SP 110RMT r1,sub01
20,5.807293439422437,12.0,5.807293439422437,12.0,2.2368681259457497,24.0,19.554221757976098,2.0,1.891328088382568,32.0,2.198309504600435,4.0,13454.108898519538,20,exp01,3.4861910840203154,4.0,2.536775107025728,12.0,2.3124115324242807,24.0,19.93268776492103,2.0,2.5940683521690118,32.0,3.4861910840203154,4.0,2.196198,6.065975186750396,12.0,6.065975186750396,12.0,1.8009910541811325,24.0,28.253091592952885,2.0,2.692012817978219,36.0,3.379684053350461,4.0,SP 110RMT r1,sub01
21,7.106745650636866,14.0,7.106745650636866,14.0,6.148453460569007,24.0,3.1807480866799724,2.0,2.0665784840388777,40.0,1.3421816009513077,6.0,2548.5641484467196,21,exp01,8.149554240609342,14.0,8.149554240609342,14.0,6.107432780415337,24.0,1.521738900255674,2.0,2.2408459470898223,40.0,0.5989496572222892,6.0,0.20492500000000002,7.842481721376128,24.0,6.63602052195448,14.0,7.842481721376128,24.0,4.455411692307997,2.0,2.093446384734187,40.0,3.3204452863701746,6.0,SP 110RMT r1,sub01
22,10.238251011351686,12.0,10.238251011351686,12.0,0.9471972308868775,18.0,1.1209001653842603,2.0,3.4639416665157636,40.0,4.001068550819888,6.0,-3227.644364626147,22,exp01,8.373605063170311,12.0,8.373605063170311,12.0,0.6172756426091824,28.0,1.056711460934499,2.0,3.1895748730907223,72.0,3.421694448915711,6.0,0.11673,12.436748844350962,10.0,12.436748844350962,10.0,2.9090748630828585,18.0,0.7645817253262335,2.0,3.8000719257336417,40.0,6.886869107081514,6.0,SP 110RMT r1,sub01
23,4.343655843858725,20.0,2.482271310336726,12.0,4.343655843858725,20.0,2.0203144292201998,2.0,0.928289586673477,100.0,1.18365465385261,4.0,5394.42394066602,23,exp01,5.132652147108307,20.0,1.8006410554753813,12.0,5.132652147108307,20.0,3.8260125104359055,2.0,0.9758392786653669,100.0,0.40116277151099006,4.0,0.13626100000000002,5.6079602043881795,20.0,3.8522640351971935,12.0,5.6079602043881795,20.0,5.703078463397897,2.0,0.867084472951756,100.0,2.326281388904033,6.0,SP 110RMT r1,sub01
24,5.117539274882752,6.0,2.407741385657365,12.0,2.3756538171101753,22.0,3.9030962079146487,2.0,0.7263875306771794,100.0,5.117539274882752,6.0,3312.605045982171,24,exp01,4.137720774338741,6.0,1.5755430572548963,12.0,2.15794263973327,22.0,3.9055436889551025,2.0,0.7294755082730517,100.0,4.137720774338741,6.0,0.106964,8.927731666021636,6.0,3.615747708148905,12.0,3.6667615031087277,22.0,2.7573494128147034,2.0,0.7266496684160526,100.0,8.927731666021636,6.0,SP 110RMT r1,sub01
25,11.310346705249486,4.0,4.810998412865913,10.0,6.811647829506553,16.0,11.868217151493116,2.0,2.207840176008046,58.0,11.310346705249486,4.0,-5941.543663759134,25,exp01,11.40579906837099,4.0,5.293551124073083,10.0,5.168407006971292,16.0,11.149265661745165,2.0,2.2724843573786964,60.0,11.40579906837099,4.0,0.9118649999999999,9.935116520229196,16.0,3.3142473346356667,8.0,9.935116520229196,16.0,9.961914722690278,2.0,2.6791923061370446,58.0,7.380382293200801,4.0,SP 110RMT r1,sub01
26,10.419455312879816,4.0,1.7080956842514778,12.0,5.77097263945353,18.0,18.941702717000148,2.0,1.7915674478714583,44.0,10.419455312879816,4.0,3866.027440196194,26,exp01,8.199413917031217,4.0,2.420340738063478,8.0,4.566856761912487,18.0,14.29604669309449,2.0,1.6961486002241803,44.0,8.199413917031217,4.0,0.512238,11.700149909879277,4.0,4.859729200719802,12.0,8.34551522174284,18.0,18.77387181166289,2.0,2.2238887633377833,44.0,11.700149909879277,4.0,SP 110RMT r1,sub01
27,5.777595798890077,24.0,5.619260610638253,12.0,5.777595798890077,24.0,6.309303965787036,2.0,4.654054885109985,32.0,2.8284550628370195,4.0,5981.637782233069,27,exp01,5.097412027980076,24.0,4.359180268951091,12.0,5.097412027980076,24.0,9.569257539750984,2.0,4.831997916487097,32.0,4.953713892763113,4.0,0.8993530000000001,7.119579841807289,24.0,4.911454660101104,12.0,7.119579841807289,24.0,1.7957176993759256,2.0,5.036938671270714,32.0,1.243664657303452,4.0,SP 110RMT r1,sub01
28,4.8495774849377495,12.0,4.8495774849377495,12.0,2.9114273768948076,18.0,8.597437069732525,2.0,1.274247911143209,44.0,0.7697276079271882,4.0,-2176.761872144576,28,exp01,3.8756964394173674,12.0,3.8756964394173674,12.0,1.6549081390659843,24.0,7.39926097462654,2.0,1.5234260262566623,44.0,1.0993756784559272,4.0,0.211792,6.640883371793168,12.0,6.640883371793168,12.0,5.328560612802847,18.0,6.497643766351065,2.0,1.3154971972998575,44.0,1.2763906174077047,6.0,SP 110RMT r1,sub01
29,2.8189641833673282,16.0,0.5307573019131603,14.0,2.8189641833673282,16.0,1.9620997397797872,2.0,2.433772218154999,70.0,2.3704373506250636,6.0,-29264.889811657427,29,exp01,3.969233500893079,6.0,0.6298499902710087,12.0,2.5763760896916064,22.0,2.2712832225857382,2.0,2.4233267879709306,70.0,3.969233500893079,6.0,0.22735500000000003,3.524190496872761,16.0,1.857924753872654,14.0,3.524190496872761,16.0,5.3375754830236835,2.0,2.1715592798912704,70.0,0.936396449394844,6.0,SP 110RMT r1,sub01
30,3.0001785860689414,36.0,0.8604663317582675,12.0,1.491698870243419,22.0,3.8310859547747103,2.0,3.0001785860689414,36.0,0.9686499415898373,4.0,-7291.156799599004,30,exp01,2.8312141626160225,36.0,0.4200364105792046,12.0,1.2555510615189043,22.0,6.046592247674801,2.0,2.8312141626160225,36.0,2.4045475242423406,4.0,0.38192800000000005,2.896435412806824,38.0,2.7283851116401125,12.0,1.7707254382508646,22.0,8.601144721241587,2.0,2.896435412806824,38.0,1.0287990406251208,4.0,SP 110RMT r1,sub01
31,12.488739996567354,6.0,6.099194432077826,12.0,4.588524947161637,24.0,11.723121806647724,2.0,3.317739842790564,42.0,12.488739996567354,6.0,18409.50481616333,31,exp01,7.595134772352341,6.0,4.608124941392223,12.0,4.636597816255855,24.0,4.356741475865935,2.0,3.333032946554449,42.0,7.595134772352341,6.0,0.15625,9.334275279117378,6.0,6.355375029070826,12.0,6.779159798613934,24.0,8.38346945545101,2.0,4.044193991978473,42.0,9.334275279117378,6.0,SP 110RMT r1,sub01
32,4.032890754167239,4.0,2.3304496267148864,10.0,2.673539897689155,16.0,7.024176747824592,2.0,1.5081637303706017,100.0,4.032890754167239,4.0,-9857.567957493942,32,exp01,3.6974109669587336,4.0,2.4267465177750283,10.0,2.201648360543929,18.0,5.271161767085221,2.0,1.4490579502266596,100.0,3.6974109669587336,4.0,0.272064,5.332720525766783,4.0,3.0584292498488628,10.0,3.240548105411891,16.0,8.936750204731183,2.0,1.762314844162111,100.0,5.332720525766783,4.0,SP 110RMT r1,sub01
33,3.911979554256848,4.0,2.9371478963793405,8.0,1.9796232882269835,30.0,9.44727201115399,2.0,2.466710343396666,58.0,3.911979554256848,4.0,-6899.640388876898,33,exp01,2.442466281636657,8.0,2.442466281636657,8.0,2.252459393598258,30.0,6.37013566651858,2.0,2.4776037515546956,58.0,2.084804525972974,4.0,0.29129000000000005,7.19790181846116,4.0,6.239077002222557,8.0,2.601099378882043,22.0,14.403058974056473,2.0,3.157742018117554,58.0,7.19790181846116,4.0,SP 110RMT r1,sub01
34,2.6983384751909574,12.0,2.6983384751909574,12.0,1.1496761029858644,20.0,24.86253118175292,2.0,1.7244476489672451,44.0,2.0075043338165286,4.0,10953.492188780336,34,exp01,3.240059924041743,12.0,3.240059924041743,12.0,1.2435001186044732,20.0,24.293834774817533,2.0,1.8094917294394213,44.0,2.9990809473482907,4.0,0.08316,3.9353586797960416,12.0,3.9353586797960416,12.0,0.8836065827405193,20.0,34.164072836258065,2.0,1.7354683594677633,60.0,2.9542303042264644,4.0,SP 110RMT r1,sub01
35,9.804518996668545,4.0,2.2615727013870424,8.0,1.433351171307798,30.0,16.851397681559614,2.0,1.182668210873693,38.0,9.804518996668545,4.0,-19045.528065856604,35,exp01,11.025911589497897,4.0,1.9898547359021255,8.0,1.3836725945392359,28.0,19.93466011148798,2.0,1.4304349023108456,38.0,11.025911589497897,4.0,0.17211900000000002,13.093402652169479,4.0,3.8023292957553156,8.0,1.8210353356702385,28.0,24.98209320991791,2.0,0.9391086966440222,32.0,13.093402652169479,4.0,SP 110RMT r1,sub01
36,1.7814737665827685,10.0,1.7814737665827685,10.0,1.671223924048811,30.0,5.787784022308862,2.0,0.905536341013586,38.0,1.689909028762522,4.0,3380.3734880781994,36,exp01,1.5854581979515312,30.0,1.2365775681230449,8.0,1.5854581979515312,30.0,5.547331406065091,2.0,0.7276126335484464,100.0,1.0265083279404374,4.0,0.186615,3.8174606947458933,20.0,1.8385836121541403,10.0,3.8174606947458933,20.0,6.8654135922404755,2.0,0.9357344769683696,38.0,1.466554469141184,4.0,SP 110RMT r1,sub01
37,2.333512602596474,14.0,2.333512602596474,14.0,1.7442979253042588,16.0,5.152721686644212,2.0,1.9461851418122245,40.0,2.0316609201075484,4.0,-4173.027902729198,37,exp01,3.179658040836059,14.0,3.179658040836059,14.0,1.6399561785642847,20.0,3.109719553797407,2.0,1.710368761297686,40.0,1.350180794104134,6.0,0.557099,10.492346245981878,4.0,3.394603502966209,14.0,3.6398834076685134,16.0,16.599879717054662,2.0,2.338957630056686,40.0,10.492346245981878,4.0,SP 110RMT r1,sub01
38,6.034244183554975,4.0,2.1038995745555655,14.0,5.366258624816943,20.0,10.200295244243268,2.0,1.3718090474786981,32.0,6.034244183554975,4.0,6171.980296263995,38,exp01,5.494421613593768,4.0,1.214785024776844,14.0,4.2887330380722695,20.0,9.790623375697093,2.0,1.427914812724572,32.0,5.494421613593768,4.0,0.30426000000000003,9.41163434388685,4.0,2.4821398974363738,14.0,6.09028631304286,20.0,14.837963023400356,2.0,1.572141200496615,72.0,9.41163434388685,4.0,SP 110RMT r1,sub01
39,10.484249952848735,4.0,4.761641994913977,12.0,2.9729146516974074,20.0,7.937457922115152,2.0,2.605708838539749,34.0,10.484249952848735,4.0,1752.8941507285344,39,exp01,11.883351733011073,4.0,4.330998676916699,12.0,2.345102911863578,16.0,9.170378064803856,2.0,2.3862042996049992,34.0,11.883351733011073,4.0,0.21759,9.462844269291008,4.0,5.354914641867183,12.0,4.894916648743538,20.0,5.9852810064043585,2.0,2.967396647092029,36.0,9.462844269291008,4.0,SP 110RMT r1,sub01
40,8.616014249325625,12.0,8.616014249325625,12.0,2.2523634843053193,20.0,0.1178360419584735,2.0,1.0355172365657261,68.0,0.9122557289507335,4.0,2959.2509546703077,40,exp01,9.256564520983154,12.0,9.256564520983154,12.0,2.3157972813223093,20.0,0.41460991083079424,2.0,1.071014911277598,40.0,1.1015727934656907,4.0,0.151672,11.011490376228544,12.0,11.011490376228544,12.0,4.308709585847915,18.0,1.226520949637542,2.0,1.1796463760598956,68.0,0.5058320242397034,6.0,SP 110RMT r1,sub01
41,14.09914653798244,8.0,14.09914653798244,8.0,4.056439397273714,16.0,12.25355417688266,2.0,6.893107686493848,68.0,11.939528517966666,6.0,8376.98419010546,41,exp01,9.016836918900292,8.0,9.016836918900292,8.0,4.837121041989776,16.0,1.0930526589378824,2.0,6.088118154889105,68.0,5.701295097637438,6.0,0.258026,8.85334610837113,8.0,8.85334610837113,8.0,7.753466120830975,16.0,0.25558208964928686,0.0,5.794787514630309,68.0,8.329796189694818,6.0,SP 110RMT r1,sub01
42,13.937321181050915,20.0,1.1321831979309156,14.0,13.937321181050915,20.0,0.16642470976058213,2.0,2.6954940761960575,62.0,3.9681249301977446,6.0,4065.4247053565923,42,exp01,10.893640710792056,20.0,2.1297886149963725,10.0,10.893640710792056,20.0,0.19143565486812814,0.0,2.929274992419849,34.0,3.6103759189828115,6.0,0.754547,17.27866798983332,20.0,3.3979137077990305,10.0,17.27866798983332,20.0,0.13969506797543862,0.0,5.985787270916417,62.0,3.159406563478702,6.0,SP 110RMT r1,sub01
43,10.135096041233826,6.0,7.881356941453654,8.0,2.6078266428483907,18.0,3.985175862225458,2.0,1.3423187365410283,36.0,10.135096041233826,6.0,261.9718839331763,43,exp01,7.549730210241835,6.0,6.6346682935221235,8.0,2.4197783115843405,18.0,3.700971966811777,2.0,1.4062352888199088,36.0,7.549730210241835,6.0,0.566101,10.667817918478748,6.0,9.160235707596275,8.0,2.130988542366831,18.0,8.371638073678806,2.0,2.309714193681904,36.0,10.667817918478748,6.0,SP 110RMT r1,sub01
44,4.112196189417049,8.0,4.112196189417049,8.0,3.120169807941114,20.0,2.9593263732289126,2.0,2.837386111045275,40.0,2.2841704471728357,6.0,759.6315647378215,44,exp01,3.5609096897229864,8.0,3.5609096897229864,8.0,1.5769925887253435,18.0,0.8176508723027437,2.0,2.697506790818015,40.0,1.4567506496957257,6.0,0.34317,6.881329626011188,12.0,6.881329626011188,12.0,4.145252623967236,20.0,5.3541988628728445,2.0,3.4090388698848018,40.0,5.7771411015602006,6.0,SP 110RMT r1,sub01
45,8.73270764308503,8.0,8.73270764308503,8.0,3.0939053605006954,18.0,7.941022613940232,2.0,4.898016580469783,42.0,7.100668909084296,6.0,-18173.677177360514,45,exp01,6.872763627584312,8.0,6.872763627584312,8.0,2.6258327265715686,18.0,7.950870786781062,2.0,4.411754418411697,42.0,5.174966444299175,6.0,0.22857700000000003,13.370273182067177,8.0,13.370273182067177,8.0,3.4747693738497736,18.0,15.349809902281986,2.0,6.746075075209494,42.0,10.85976388562489,4.0,SP 110RMT r1,sub01
46,3.910331662933975,4.0,2.900674359884528,14.0,2.416842362081411,24.0,5.158256209726522,2.0,1.5340103249934032,42.0,3.910331662933975,4.0,-15143.775640490465,46,exp01,3.0454981982740943,4.0,2.4849093844765977,8.0,1.9863924874008958,24.0,3.943972930388842,2.0,1.4940727715841848,42.0,3.0454981982740943,4.0,0.33553999999999995,4.8820124902037145,4.0,2.5815047670869853,14.0,3.6744225580038314,24.0,8.694326223521282,2.0,2.4890272541583625,42.0,4.8820124902037145,4.0,SP 110RMT r1,sub01
47,2.603063988887115,14.0,2.603063988887115,14.0,1.5671004968448201,20.0,0.8020020714493288,2.0,0.8943398273107047,64.0,1.369321481571985,6.0,1352.1463534607028,47,exp01,1.876356612989319,14.0,1.876356612989319,14.0,0.7544835833266675,20.0,0.6665706939948842,2.0,0.8202688415614026,64.0,1.4012630076894643,6.0,0.257569,3.9718195617433696,20.0,3.8994369194041085,14.0,3.9718195617433696,20.0,0.8563751843174147,0.0,1.3223368286052894,64.0,0.7626152780424031,6.0,SP 110RMT r1,sub01
48,8.041253369587075,6.0,4.349388799702414,14.0,0.6613403233537049,18.0,3.095159974445224,2.0,1.499250945594013,58.0,8.041253369587075,6.0,-18154.427525043953,48,exp01,7.224733053287032,6.0,4.134162633481238,14.0,0.719953376457095,16.0,0.6416744674547311,2.0,1.3879496839833463,56.0,7.224733053287032,6.0,0.13214199999999998,9.219919055577336,6.0,3.936874012138855,14.0,0.5292329338095401,24.0,5.925811253452467,2.0,2.3270836890131044,58.0,9.219919055577336,6.0,SP 110RMT r1,sub01
49,4.105333859117461,28.0,1.4970797512248553,12.0,4.105333859117461,28.0,1.8889915507684476,2.0,2.7329560937968567,44.0,2.0155477977221885,6.0,343.71449557185406,49,exp01,4.343290761536169,28.0,1.360170039392913,12.0,4.343290761536169,28.0,1.4586687198945105,2.0,2.859567559700327,44.0,1.1958747014247664,6.0,0.41275,4.713152095995605,28.0,2.8831232153160413,8.0,4.713152095995605,28.0,2.101032209818562,2.0,2.63800408639479,44.0,2.7544976432499357,6.0,SP 110RMT r1,sub01
